idcomm,name,dname,zone,type,announce,ownership,area,agency,num_male,num_female,num_family,num_board,num_house
102902040,ชุมชนบ้านสามเรือน,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,28-เม.ย.-38,ตนเองและเช่า,30,,142,160,154,7,154
102901017,ชุมชนบุญเหลือ 1,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,10,,450,300,250,11,250
102901018,ชุมชนบุญเหลือ 2,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,5,,201,301,85,7,85
102901047,ชุมชนปทุมทิพย์,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,26-ก.ค.-49,ตนเอง,17,,235,253,210,9,210
102901044,ชุมชนประชานฤมิตร,บางซื่อ,กรุงเทพเหนือ,ชุมชนเมือง,26-มี.ค.-41,ตนเอง,53,,520,461,203,7,203
102902019,ชุมชนปานทิพย์ 1,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,4,,195,215,46,7,46
102901045,ชุมชนพัฒนาประชาราษฎร์ 30,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,28-มิ.ย.-42,ตนเอง,4,,365,335,112,7,112
102901050,ชุมชนแฟลตตำรวจรถไฟบางซื่อ,บางซื่อ,กรุงเทพเหนือ,ชุมชนอาคารสูง,5-พ.ย.-55,สวัสดิการ,7,สนง.ตำรวจฯ,301,295,149,8,149
102902020,ชุมชนยิ้มประยูรพัฒนา,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,25,,180,120,300,11,300
102901046,ชุมชนราชทรัพย์,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,28-มิ.ย.-42,ตนเองและเช่า,11,,378,437,178,9,178
102901021,ชุมชนวัดเชิงหวาย,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,42,,766,"1,075.00",354,12,354
102901022,ชุมชนวัดบางโพโอมาวาส,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,8,,214,247,90,7,90
102901023,ชุมชนวัดประดู่ธรรมาธิปัตย์,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,3,,420,400,128,9,128
102902024,ชุมชนวัดเลียบ,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,162,,520,545,250,11,250
102901025,ชุมชนวัดสร้อยทอง,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,8,,480,550,134,11,134
102902026,ชุมชนวัดเสาหิน,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,15,,275,325,104,9,104
102901027,ชุมชนศรีบุญยืน,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,3,,370,350,93,7,93
102901043,ชุมชนศรีบุญยืนพัฒนา,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,16-ต.ค.-40,ตนเอง,5,,265,467,125,7,125
102902028,ชุมชนสมบุญดี,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,15,,375,425,105,7,105
102901029,ชุมชนสวัสดิรักษา,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,6,,408,337,84,7,84
102901030,ชุมชนสะพานไม้,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,4,,295,221,74,7,74
102901031,ชุมชนสุขสันต์ 1,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,บุกรุก,3,การรถไฟฯ,342,259,122,7,122
102901032,ชุมชนสุขสันต์ 2,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,20,,976,"1,242.00",340,12,340
102902033,ชุมชนสุดซอยสมถวิล,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,เช่า,6,การรถไฟฯ,125,212,120,7,120
102901048,ชุมชนสุดซอยสีน้ำเงิน,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,18-ก.ย.-51,ตนเอง,10,,199,230,71,7,71
102901042,ชุมชนหมู่บ้านเขมาเนรมิตรนิเวศน์,บางซื่อ,กรุงเทพเหนือ,ชุมชนหมู่บ้านจัดสรร,14-ต.ค.-39,ตนเอง,8,,270,310,187,10,187
102901034,ชุมชนหลังตลาดบางซื่อ,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,3,,185,245,70,7,70
102901035,ชุมชนหลังตลาดศรีเขมา,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,12,,832,652,190,10,190
102902049,ชุมชนหลังเทคโนโลยีพระจอมเกล้าพระนครเหนือ,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,25-ก.พ.-54,ตนเองและเช่า,3,,148,180,74,7,74
102901036,ชุมชนหัวรถจักรตึกแดง เขต 1,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,เช่า,25,การรถไฟฯ,450,700,330,16,330
102901001,ชุมชนหัวรถจักรตึกแดง เขต 2,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,24-ต.ค.-35,เช่า,20,การรถไฟฯ,595,800,270,8,270
102901037,ชุมชนหัวรถจักรตึกแดง เขต 3,บางซื่อ,กรุงเทพเหนือ,ชุมชนแออัด,27-ต.ค.-35,ตนเองและเช่า,20,,700,745,124,7,124
104701001,ชุมชนกลางนา,บางนา,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเอง,22,,620,378,141,8,141
104701026,ชุมชนกุศลศิลป์,บางนา,กรุงเทพใต้,ชุมชนเมือง,21-ต.ค.-39,ตนเอง,15,,62,38,100,7,100
104701002,ชุมชนข้างโรงงานธานินทร์,บางนา,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเองและเช่า,8,,650,550,80,7,80
104701024,ชุมชนคลองบางนา,บางนา,กรุงเทพใต้,ชุมชนชานเมือง,11-ก.ค.-39,ตนเอง,30,,64,81,285,7,285
104701033,ชุมชนเจริญรุ่งเรือง,บางนา,กรุงเทพใต้,ชุมชนแออัด,20-ม.ค.-46,เช่า,8,,237,303,50,7,50
104701004,ชุมชนซอยโปษยานนท์,บางนา,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเองและเช่า,7,,125,275,72,7,72
104701005,ชุมชนตรงข้ามโรงงานธานินทร์,บางนา,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,เช่า,10,,447,300,89,7,89
104701006,ชุมชนทองใบ,บางนา,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเองและเช่า,7,,137,141,64,7,64
104701036,ชุมชนนิติบุคคลอาคารชุด เคหะชุมชนบางนา 2,บางนา,กรุงเทพใต้,เคหะชุมชน,14-ก.ค.-47,เช่า,13,การเคหะฯ,989,"1,017.00",427,11,427
104701017,ชุมชนบัวเกิด,บางนา,กรุงเทพใต้,ชุมชนเมือง,18-ม.ค.-39,ตนเอง,10,,"1,256.00","1,199.00",306,13,306
104701007,ชุมชนบางนาใน,บางนา,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,เช่า,50,,219,378,59,7,59
104701025,ชุมชนบ้านพักองค์การแบตเตอรี่,บางนา,กรุงเทพใต้,ชุมชนเมือง,1-ต.ค.-39,เช่า,7,,108,140,48,7,48
104701029,ชุมชนบ้านเรวัตินิเวศน์ 2,บางนา,กรุงเทพใต้,ชุมชนเมือง,4-พ.ย.-40,ตนเอง,25,,565,560,213,8,213
104701027,ชุมชนพึ่งทรัพย์,บางนา,กรุงเทพใต้,ชุมชนเมือง,12-ธ.ค.-39,ตนเอง,35,,985,963,308,10,308
104701038,ชุมชนพึ่งบุญ,บางนา,กรุงเทพใต้,ชุมชนเมือง,15-พ.ค.-49,ตนเอง,8,,113,207,51,7,51
104701008,ชุมชนพูนสวัสดิ์,บางนา,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเองและเช่า,12,,271,201,120,7,120
104701019,ชุมชนพูนสิน,บางนา,กรุงเทพใต้,ชุมชนเมือง,18-ม.ค.-39,ตนเอง,22,,227,175,61,7,61
104701037,ชุมชนมหาสิน,บางนา,กรุงเทพใต้,ชุมชนเมือง,30-ม.ค.-49,ตนเอง,16,,"1,085.00","1,135.00",793,19,793
104701034,ชุมชนร่มประดู่,บางนา,กรุงเทพใต้,ชุมชนเมือง,3-ก.พ.-46,ตนเอง,30,,575,444,212,7,212
104701009,ชุมชนร่วมใจประเสริฐ,บางนา,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,สวัสดิการ,13,,175,170,47,7,47
104701010,ชุมชนร่วมพัฒนา,บางนา,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,เช่า,10,,289,291,84,7,84
104701011,ชุมชนรุ่งเรือง,บางนา,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเองและเช่า,5,,388,378,107,7,107
104701012,ชุมชนรุ่งสว่าง,บางนา,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเอง,15,,312,325,107,7,107
104701013,ชุมชนวงศ์สวัสดิ์,บางนา,กรุงเทพใต้,ชุมชนเมือง,7-ก.ค.-35,ตนเอง,11,,110,150,51,7,51
104701014,ชุมชนวรรณทอง,บางนา,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเองและเช่า,7,,270,276,98,7,98
104701015,ชุมชนวัดบางนานอก,บางนา,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเองและเช่า,10,,203,409,123,7,123
104701020,ชุมชนวัดผ่องพลอยอนุสรณ์ (ลิขิต 2),บางนา,กรุงเทพใต้,ชุมชนเมือง,18-ม.ค.-39,ตนเองและเช่า,10,,790,798,172,8,172
104701039,ชุมชนสยามคอนโด 2,บางนา,กรุงเทพใต้,ชุมชนอาคารสูง,1-มิ.ย.-52,ตนเอง,2,,101,98,103,7,103
104701021,ชุมชนหมู่บ้านจัดสรรยาสูบ,บางนา,กรุงเทพใต้,ชุมชนเมือง,18-ม.ค.-39,ตนเองและเช่า,100,,"1,540.00","1,405.00",736,15,736
104701028,ชุมชนหมู่บ้านซอยเชลียง 1,บางนา,กรุงเทพใต้,ชุมชนเมือง,2-เม.ย.-40,ตนเอง,200,,"2,115.00","1,335.00",679,14,679
104701031,ชุมชนหมู่บ้านทิมเรืองเวช,บางนา,กรุงเทพใต้,ชุมชนเมือง,9-เม.ย.-42,ตนเอง,15,,305,480,159,7,159
104701035,ชุมชนหมู่บ้านไพโรจน์,บางนา,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,2-ธ.ค.-46,ตนเอง,870,,"1,754.00","2,056.00","1,018.00",19,"1,018.00"
104701022,ชุมชนหมู่บ้านมณียาวิลล์,บางนา,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,18-ม.ค.-39,ตนเอง,25,,550,450,300,11,300
104701032,ชุมชนหมู่บ้านรุ่งเรืองวิลล่า,บางนา,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,23-ก.ค.-42,ตนเอง,18,,327,326,275,7,275
104701023,ชุมชนหมู่บ้านศานติ,บางนา,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,18-ม.ค.-39,ตนเอง,10,,130,185,94,7,94
104701030,ชุมชนหมู่บ้านแสนสุข,บางนา,กรุงเทพใต้,ชุมชนหมู่บ้านจัดสรร,26-พ.ย.-41,ตนเอง,20,,260,230,325,8,325
104701016,ชุมชนหลังบ้านมุฑิตา,บางนา,กรุงเทพใต้,ชุมชนแออัด,7-ก.ค.-35,ตนเองและเช่า,8,,165,159,55,7,55
105001001,ชุมชนการเกษตรบ้านนายผล,บางบอน,กรุงธนใต้,ชุมชนชานเมือง,22-ต.ค.-35,ตนเองและเช่า,35,,621,602,243,10,243
105001011,ชุมชนคลองบางพรานพัฒนา,บางบอน,กรุงธนใต้,ชุมชนแออัด,28-ก.พ.-46,เช่า,4,,184,246,30,7,30
105001002,ชุมชนซอยกำนันแม้น 3,บางบอน,กรุงธนใต้,ชุมชนเมือง,22-ต.ค.-35,ตนเองและเช่า,60.5,,935,977,317,13,317
105001006,ชุมชนซอยสวนผัก,บางบอน,กรุงธนใต้,ชุมชนเมือง,2-ธ.ค.-40,ตนเองและเช่า,15,,281,288,100,7,100
105001012,ชุมชนบ้านมั่นคงวิมานทอง,บางบอน,กรุงธนใต้,ชุมชนหมู่บ้านจัดสรร,28-ธ.ค.-55,ตนเอง,6,,118,152,142,7,142
105001013,ชุมชนมั่นคง 133,บางบอน,กรุงธนใต้,ชุมชนเมือง,3-ธ.ค.-57,ตนเอง,4,,152,179,103,,103
105001007,ชุมชนริมคลองพระยาราชมนตรี,บางบอน,กรุงธนใต้,ชุมชนแออัด,2-ธ.ค.-40,ตนเองและเช่า,30.5,,164,208,50,7,50
105001003,ชุมชนวัดบางบอน,บางบอน,กรุงธนใต้,ชุมชนชานเมือง,22-ต.ค.-35,ตนเอง,70.5,,120,150,73,7,73
105001004,ชุมชนสถานีรางโพธิ์,บางบอน,กรุงธนใต้,ชุมชนชานเมือง,22-ต.ค.-35,ตนเองและเช่า,150.5,,302,305,114,7,114
105001010,ชุมชนหนทางใหม่ปิ่นทอง,บางบอน,กรุงธนใต้,ชุมชนหมู่บ้านจัดสรร,9-ก.พ.-43,ตนเอง,35,,461,541,349,12,349
105001009,ชุมชนหมู่บ้านกานดาคลาสสิควิลล์,บางบอน,กรุงธนใต้,ชุมชนหมู่บ้านจัดสรร,8-พ.ย.-42,ตนเอง,71,,400,600,303,8,303
105001008,ชุมชนหมู่บ้านรางไผ่,บางบอน,กรุงธนใต้,ชุมชนหมู่บ้านจัดสรร,7-ส.ค.-41,ตนเอง,15,,256,356,151,9,151
102504024,ชุมชนคลองเจ้าครุฑ,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,26-มี.ค.-39,บุกรุก,15,กรมธนารักษ์,205,370,85,8,85
102503040,ชุมชนคลองบางบำหรุ,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,3-มี.ค.-47,ตนเองและเช่า,45,,352,477,258,7,258
102502001,ชุมชนคลองบางพระครู,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,ตนเองและเช่า,20,,498,530,251,,251
102502030,ชุมชนคลองมะนาว,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,8-มี.ค.-42,ตนเองและเช่า,16,,514,774,214,,214
102501002,ชุมชนคลองสวนพริก,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,เช่า,25,กรมการศาสนา,592,658,298,15,298
102504026,ชุมชนโค้งถ่าน,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,27-ธ.ค.-39,เช่า,15,กรมการศาสนา,215,271,162,8,162
102503032,ชุมชนโค้งมะขาม,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,7-เม.ย.-42,เช่า,39,กรมการศาสนา,747,"1,070.00",342,8,342
102502003,ชุมชนจรัญวิถี 74,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,ตนเองและเช่า,15,กรมการศาสนา,357,590,67,7,67
102501044,ชุมชนจรัญสนิทวงศ์ 66/1,บางพลัด,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,2-พ.ย.-48,ตนเองและเช่า,9,,274,343,226,13,226
102501015,ชุมชนจรัญสนิทวงศ์ 72,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,17-ก.ค.-35,เช่า,20,กรมการศาสนา,406,460,165,11,165
102501027,ชุมชนเจ้าพระยาสยาม,บางพลัด,กรุงธนเหนือ,ชุมชนเมือง,27-ธ.ค.-39,เช่า,10,กรมการศาสนา,221,274,97,8,97
102502038,ชุมชนชินศรี 91,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,28-พ.ย.-45,ตนเองและเช่า,25,,312,267,168,8,168
102504046,ชุมชนซอยรถไฟวรพงษ์,บางพลัด,กรุงธนเหนือ,ชุมชนเมือง,20-พ.ค.-51,ตนเอง,10,,204,229,136,7,136
102501020,ชุมชนดวงดี,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,19-ก.ย.-37,ตนเองและเช่า,15,,288,304,156,8,156
102502042,ชุมชนเติมสุข,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-ก.ค.-47,ตนเอง,12,,215,235,100,7,100
102503033,ชุมชนบ้านญวน,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,7-เม.ย.-42,เช่า,56,กรมการศาสนา,721,731,479,7,479
102504004,ชุมชนบ้านปูน,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,ตนเองและเช่า,45,,550,700,202,12,202
102502048,ชุมชนบ้านมั่นคงฟ้าใหม่,บางพลัด,กรุงธนเหนือ,ชุมชนเมือง,20-พ.ค.-57,ตนเอง,4,,147,164,107,7,107
102501005,ชุมชนพัฒนาซอย 79,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,เช่า,15,กรมการศาสนา,300,450,160,8,160
102502006,ชุมชนพัฒนาซอย 85,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,เช่า,60,กรมการศาสนา,595,525,396,20,396
102503034,ชุมชนมะพร้าวคู่,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,7-เม.ย.-42,เช่า,37,กรมการศาสนา,662,588,253,7,253
102502029,ชุมชนมัสยิดบางอ้อ จรัญสนิทวงศ์ 86,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,4-ก.ย.-40,เช่า,17,,531,453,100,8,100
102502039,ชุมชนร่วมใจสามัคคี,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,27-ก.พ.-46,ตนเองและเช่า,50,,447,543,202,10,202
102503041,ชุมชนร่วมพัฒนาซอยจรัญสนิทวงศ์ 65,บางพลัด,กรุงธนเหนือ,ชุมชนเมือง,25-มี.ค.-47,ตนเอง,45,,501,534,286,13,286
102502036,ชุมชนริมคลองบางพลัด,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,30-เม.ย.-42,ตนเองและเช่า,5,,321,225,140,7,140
102504007,ชุมชนวัดคฤหบดี,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,เช่า,40,กรมการศาสนา,"1,213.00","1,277.00",363,16,363
102502008,ชุมชนวัดฉัตรแก้วจงกลณี,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,เช่า,30,กรมการศาสนา,326,279,130,7,130
102504009,ชุมชนวัดดาวดึงษาราม,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,เช่า,27,กรมการศาสนา,977,"1,138.00",397,22,397
102504043,ชุมชนวัดทอง,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-ก.ค.-47,เช่า,5,กรมการศาสนา,281,310,104,7,104
102501019,ชุมชนวัดเทพนารี,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-37,เช่า,25,กรมการศาสนา,424,571,228,11,228
102501010,ชุมชนวัดเทพากร,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,เช่า,50,กรมการศาสนา,624,700,290,12,290
102504017,ชุมชนวัดบวรมงคล,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,21-เม.ย.-36,เช่า,75,กรมการศาสนา,"1,435.00","1,862.00",502,21,502
102501016,ชุมชนวัดบางพลัด,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,17-ก.ค.-35,เช่า,10,กรมการศาสนา,161,165,82,7,82
102504021,ชุมชนวัดพระยาศิริไอยสวรรค์,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,19-ก.ย.-37,เช่า,90,กรมการศาสนา,998,"1,146.00",421,25,421
102501031,ชุมชนวัดเพลง,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,15-มี.ค.-42,เช่า,10,กรมการศาสนา,93,117,53,7,53
102504011,ชุมชนวัดภคินีนาถ,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,เช่า,25,กรมการศาสนา,"1,617.00","1,522.00",400,18,400
102501022,ชุมชนวัดภาณุรังษี,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,19-ก.ย.-37,เช่า,30,กรมการศาสนา,397,538,164,7,164
102503035,ชุมชนวัดรวกบางบำหรุ,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,7-เม.ย.-42,เช่า,72,กรมการศาสนา,969,"1,002.00",308,25,308
102502012,ชุมชนวัดวิมุตยาราม,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,เช่า,10,กรมการศาสนา,184,215,121,7,121
102504025,ชุมชนวัดสิงห์,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,26-มี.ค.-39,เช่า,10,กรมการศาสนา,349,466,133,9,133
102504028,ชุมชนศรีอุลัย,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,12-เม.ย.-40,เช่า,20,กรมการศาสนา,340,422,201,9,201
102501045,ชุมชนศาลเจ้าปุงเท่ากง,บางพลัด,กรุงธนเหนือ,ชุมชนหมู่บ้านจัดสรร,2-พ.ย.-48,ตนเองและเช่า,8,,235,279,162,7,162
102502013,ชุมชนสงวนทรัพย์,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,ตนเองและเช่า,12,,450,550,132,8,132
102501023,ชุมชนสวนปรก,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,19-ก.ย.-37,ตนเองและเช่า,6,,136,157,78,7,78
102504037,ชุมชนสะพานไม้,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,12-พ.ย.-45,เช่า,19,กรมการศาสนา,421,534,210,9,210
102501014,ชุมชนสะพานยาว,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,1-พ.ค.-35,ตนเองและเช่า,10,,236,298,100,8,100
102502018,ชุมชนแสงทอง,บางพลัด,กรุงธนเหนือ,ชุมชนแออัด,29-พ.ย.-36,ตนเองและเช่า,50,,900,"1,069.00",378,19,378
102502047,ชุมชนอยู่ดีร่วมใจพัฒนา,บางพลัด,กรุงธนเหนือ,ชุมชนเมือง,11-เม.ย.-56,ตนเอง,50,,277,305,100,,100
100401001,ชุมชนซอยจอมสมบูรณ์,บางรัก,กรุงเทพใต้,ชุมชนเมือง,18-มี.ค.-36,ตนเอง,9,,467,701,292,7,292
100401002,ชุมชนซอยพระนคเรศ,บางรัก,กรุงเทพใต้,ชุมชนเมือง,18-มี.ค.-36,ตนเองและเช่า,4,,432,648,270,7,270
100402003,ชุมชนซอยพิพัฒน์ 2,บางรัก,กรุงเทพใต้,ชุมชนแออัด,18-มี.ค.-36,เช่า,12,กรมธนารักษ์,208,312,130,,130
100404004,ชุมชนซอยวัดม่วงแคมัสยิดฮารูณ,บางรัก,กรุงเทพใต้,ชุมชนเมือง,18-มี.ค.-36,เช่า,8,สนง.ทรัพย์สินฯ,250,374,145,14,145
100401005,ชุมชนซอยวัดมหาพฤฒาราม (ซอยแก้วฟ้า),บางรัก,กรุงเทพใต้,ชุมชนเมือง,18-มี.ค.-36,เช่า,5,สนง.ทรัพย์สินฯ,160,240,100,7,100
100405006,ชุมชนซอยวัดหัวลำโพง,บางรัก,กรุงเทพใต้,ชุมชนแออัด,18-มี.ค.-36,เช่า,7,กรมการศาสนา,141,211,77,7,77
100402007,ชุมชนซอยไวตี,บางรัก,กรุงเทพใต้,ชุมชนแออัด,18-มี.ค.-36,ตนเองและเช่า,7,,67,101,35,7,35
100401008,ชุมชนซอยสองพระ,บางรัก,กรุงเทพใต้,ชุมชนเมือง,18-มี.ค.-36,ตนเอง,10,,622,934,363,,363
100405009,ชุมชนซอยสันติภาพ,บางรัก,กรุงเทพใต้,ชุมชนเมือง,18-มี.ค.-36,ตนเองและเช่า,8,,392,588,234,10,234
100401010,ชุมชนตรอกขุนนาวา,บางรัก,กรุงเทพใต้,ชุมชนเมือง,18-มี.ค.-36,ตนเองและเช่า,4,,302,454,189,13,189
100401011,ชุมชนตรอกห้านาย,บางรัก,กรุงเทพใต้,ชุมชนเมือง,18-มี.ค.-36,ตนเองและเช่า,6,,342,514,214,9,214
100405012,ชุมชนตลาดสดเพชรพลอย,บางรัก,กรุงเทพใต้,ชุมชนเมือง,18-มี.ค.-36,เช่า,3,สนง.ทรัพย์สินฯ,571,857,357,12,357
100405013,ชุมชนแฟลตครอบครัวสถานีตำรวจนครบาลบางรัก,บางรัก,กรุงเทพใต้,ชุมชนอาคารสูง,18-มี.ค.-36,สวัสดิการ,5,สนง.ตำรวจฯ,246,370,154,8,154
100402014,ชุมชนศรีเวียง,บางรัก,กรุงเทพใต้,ชุมชนเมือง,18-มี.ค.-36,ตนเอง,9,,744,"1,116.00",458,8,458
100401015,ชุมชนหลังวัดแก้วแจ้มฟ้า (สี่พระยา),บางรัก,กรุงเทพใต้,ชุมชนเมือง,5-ก.ค.-36,ตนเองและเช่า,9,,955,"1,433.00",597,25,597
102701037,ชุมชนแก้วฟ้าชัยมงคล,บึงกุ่ม,กรุงเทพตะวันออก,ชุมชนเมือง,19-พ.ค.-52,ตนเอง,2,,58,65,57,7,57
102705002,ชุมชนข้างโรงเรียนสายอักษร,บึงกุ่ม,กรุงเทพตะวันออก,ชุมชนแออัด,16-ต.ค.-35,ตนเองและเช่า,12,,310,321,76,7,76
102701003,ชุมชนข้างหมู่บ้านสหกรณ์ (โต๊ะบางอุปถัมภ์),บึงกุ่ม,กรุงเทพตะวันออก,ชุมชนแออัด,16-ต.ค.-35,ตนเอง,20,,117,126,83,7,83
102705029,ชุมชนชูสุวรรณ,บึงกุ่ม,กรุงเทพตะวันออก,ชุมชนแออัด,21-ต.ค.-42,เช่า,2.5,,216,245,77,7,77
102704032,ชุมชนซอยจิตต์ภักดี,บึงกุ่ม,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,12-มิ.ย.-45,ตนเอง,35,,224,265,206,7,206
102701001,ชุมชนซอยรอดอนันต์ 1,บึงกุ่ม,กรุงเทพตะวันออก,ชุมชนแออัด,16-ม.ค.-35,ตนเอง,50,,"1,263.00","1,277.00",245,8,245
102701004,ชุมชนซอยสมหวัง,บึงกุ่ม,กรุงเทพตะวันออก,ชุมชนแออัด,16-ต.ค.-35,เช่า,13,,273,280,186,9,186
102701036,ชุมชนนวกานต์,บึงกุ่ม,กรุงเทพตะวันออก,ชุมชนหมู่บ้านจัดสรร,8-ก.พ.-51,ตนเอง,75,,184,192,170,8,170
102705005,ชุมชนนวลจันทร์,บึงกุ่ม,กรุงเทพตะวันออก,ชุมชนแออัด,16-ต.ค.-35,ตนเอง,38,,366,406,175,7,175
102701020,ชุมชนบางเตยล่าง,บึงกุ่ม,กรุงเทพตะวันออก,ชุมชนแออัด,22-ธ.ค.-40,ตนเอง,2,,147,155,48,7,48
